device,n_head_stages,head_width,params,params_M,memory_MiB,vram_GiB,vram_limit_mib,min,max,median,mean,std,dnf_reason,dnf_message
AMD Radeon(TM) Graphics,16384,32,92231408,92.231408,372.4627990722656,,512.0,,,,,,time,blocked: lower width failed at stages=1024 (time limit)
AMD Radeon(TM) Graphics,32768,32,183981808,183.981808,743.0877990722656,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 743 MiB)
AMD Radeon(TM) Graphics,65536,32,367482608,367.482608,1484.3377990722656,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 1484 MiB)
AMD Radeon(TM) Graphics,131072,32,734484208,734.484208,2966.8377990722656,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 2967 MiB)
AMD Radeon(TM) Graphics,262144,32,1468487408,1468.487408,5931.837799072266,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 5932 MiB)
AMD Radeon(TM) Graphics,524288,32,2936493808,2936.493808,11861.837799072266,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 11862 MiB)
AMD Radeon(TM) Graphics,1048576,32,5872506608,5872.506608,23721.837799072266,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 23722 MiB)
AMD Radeon(TM) Graphics,0,64,494448,0.494448,1.890289306640625,0.0,512.0,97.38650000508642,97.62580000096932,97.4797499984561,97.47278000140795,0.06939085973726596,,
AMD Radeon(TM) Graphics,1,64,515888,0.515888,1.9745559692382812,0.0,512.0,98.00349999568425,98.17360000306508,98.0858500006434,98.07564999864553,0.0507259566620076,,
AMD Radeon(TM) Graphics,2,64,537328,0.537328,2.0588226318359375,0.0,512.0,98.5928000009153,98.7128999986453,98.62880000218865,98.6413899991021,0.033661800952379174,,
AMD Radeon(TM) Graphics,4,64,580208,0.580208,2.22735595703125,0.0,512.0,99.77600000274833,100.15539999585599,99.91235000052257,99.93279999980587,0.1252737224213271,,
AMD Radeon(TM) Graphics,8,64,665968,0.665968,2.564422607421875,0.0,512.0,102.08089999650838,102.42040000593988,102.24514999936218,102.24015000130748,0.10650601389302149,,
AMD Radeon(TM) Graphics,16,64,837488,0.837488,3.238555908203125,0.0,512.0,106.6038999997545,106.84340000443626,106.70774999744026,106.69875999956275,0.07234875648301549,,
AMD Radeon(TM) Graphics,32,64,1180528,1.180528,4.586822509765625,0.0,512.0,115.824699998484,115.98049999884097,115.91354999836767,115.90333999847644,0.05117286717904684,,
AMD Radeon(TM) Graphics,64,64,1866608,1.866608,7.283355712890625,0.0,512.0,134.1868000017712,134.3782000039937,134.2842499980179,134.27681000102893,0.054512080436792475,,
AMD Radeon(TM) Graphics,128,64,3238768,3.238768,12.676422119140625,0.0,512.0,184.188199993514,185.0542000029236,184.66724999962025,184.67648999940138,0.23399775056445898,,
AMD Radeon(TM) Graphics,256,64,5983088,5.983088,23.462554931640625,0.0,512.0,268.61259999714093,272.8337000007741,269.45169999817153,269.6873999979289,1.1396790367223233,,
AMD Radeon(TM) Graphics,512,64,11471728,11.471728,45.034820556640625,0.0,512.0,529.6339000051375,550.6775000030757,536.455349996686,537.897520000115,6.745995062576928,,
AMD Radeon(TM) Graphics,1024,64,22449008,22.449008,88.17935180664062,,512.0,,,,,,time,blocked: lower width failed at stages=1024 (time limit)
AMD Radeon(TM) Graphics,2048,64,44403568,44.403568,174.46841430664062,,512.0,,,,,,time,blocked: lower width failed at stages=1024 (time limit)
AMD Radeon(TM) Graphics,4096,64,88312688,88.312688,347.0465393066406,,512.0,,,,,,time,blocked: lower width failed at stages=1024 (time limit)
AMD Radeon(TM) Graphics,8192,64,176130928,176.130928,692.2027893066406,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 692 MiB)
AMD Radeon(TM) Graphics,16384,64,351767408,351.767408,1382.5152893066406,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 1383 MiB)
AMD Radeon(TM) Graphics,32768,64,703040368,703.040368,2763.1402893066406,,512.0,,,,,,oom,pre-run: model size >= 512 MiB (est. 2763 MiB)
